annotation_id,image_id,relative_area,best_any_iou_repeat4_1280,best_any_category_repeat4_1280,best_any_score_repeat4_1280,best_same_iou_repeat4_1280,best_same_score_repeat4_1280,best_any_iou_crop4_1280,best_any_category_crop4_1280,best_any_score_crop4_1280,best_same_iou_crop4_1280,best_same_score_crop4_1280
25905,5223,9.645061728395061e-05,0.09736893620273203,swimmer,0.0011067668674513698,0.0,,0.09285258820049208,swimmer,0.0014365483075380325,0.0,
25917,5224,8.969907407407407e-05,0.1127841553623811,swimmer,0.001964365132153034,0.0,,0.01814355380074489,swimmer,0.004897493403404951,0.0,
25929,5225,9.645061728395061e-05,0.01882833858002356,boat,0.8933563232421875,0.0,,0.01511310470523252,boat,0.8767416477203369,0.0,
25941,5226,9.645061728395061e-05,0.03254912717845735,swimmer,0.0011076987721025944,0.0,,0.021966449525215776,swimmer,0.0011356452014297247,0.0,
25955,5227,8.969907407407407e-05,0.018374837734894622,boat,0.9065876007080078,0.0,,0.015103030481204717,boat,0.8501676321029663,0.0,
25969,5228,8.041570216049383e-05,0.08241255880210362,swimmer,0.0010261450661346316,0.0,,0.019841945189770758,swimmer,0.0011542696738615632,0.0,
25983,5229,7.426697530864198e-05,0.01773222742036634,boat,0.9087818264961243,0.0,,0.017871787642931136,boat,0.8895968198776245,0.0,
25997,5230,7.161458333333333e-05,0.018405819911809534,boat,0.9016314148902893,0.0,,0.01869458022573843,boat,0.9018869996070862,0.0,
26011,5231,6.582754629629629e-05,0.017995407644409933,boat,0.8974222540855408,0.0,,0.017425727518464437,boat,0.885342538356781,0.0,
26023,5232,6.028163580246913e-05,0.059091131612931364,swimmer,0.0012929454678669572,0.0,,0.020534875446051492,swimmer,0.0032817055471241474,0.0,
26035,5233,6.630979938271605e-05,0.03072150014736664,boat,0.002707352861762047,0.0,,0.02326608395639234,boat,0.8669718503952026,0.0,
26045,5234,5.5459104938271606e-05,0.022832375141663717,boat,0.8550705313682556,0.0,,0.03056397903932205,swimmer,0.001281803590245545,0.0,
26055,5235,4.774305555555556e-05,0.02272607746004252,swimmer,0.0023934587370604277,0.0,,0.02368966617520585,boat,0.8489751219749451,0.0,
26064,5236,4.557291666666667e-05,0.08160215716410524,swimmer,0.002223018789663911,0.0,,0.09290576780337015,swimmer,0.0010548814898356795,0.0,
