annotation_id,image_id,relative_area,best_any_iou_natural_640,best_any_category_natural_640,best_any_score_natural_640,best_same_iou_natural_640,best_same_score_natural_640,best_any_iou_repeat4_640,best_any_category_repeat4_640,best_any_score_repeat4_640,best_same_iou_repeat4_640,best_same_score_repeat4_640,best_any_iou_natural_1280,best_any_category_natural_1280,best_any_score_natural_1280,best_same_iou_natural_1280,best_same_score_natural_1280,best_any_iou_repeat4_1280,best_any_category_repeat4_1280,best_any_score_repeat4_1280,best_same_iou_repeat4_1280,best_same_score_repeat4_1280
25468,5183,0.00013382523148148148,0.04177466743225159,boat,0.8627991676330566,0.0,,0.04044129478702457,boat,0.8663954734802246,0.0,,0.041544793291266965,boat,0.8869637846946716,0.0,,0.03970877203805191,boat,0.8640167117118835,0.0,
25480,5184,0.00013382523148148148,0.03951047277672218,boat,0.8799205422401428,0.0,,0.04009658297104129,boat,0.8665807843208313,0.0,,0.04142107843901067,boat,0.8838868141174316,0.0,,0.14461591569945967,boat,0.001560364617034793,0.0,
25491,5185,0.00014576099537037037,0.04311198061186436,boat,0.8686103820800781,0.0,,0.044109513232093306,boat,0.8624597787857056,0.0,,0.04550598557455432,boat,0.8766524791717529,0.0,,0.08747332574090307,boat,0.0055500902235507965,0.0,
25501,5186,0.00015046296296296297,0.04295598394332581,boat,0.8817585110664368,0.0,,0.043699976800313296,boat,0.8677983283996582,0.0,,0.04426410200318316,boat,0.8865476846694946,0.0,,0.04383845503373323,boat,0.861337423324585,0.0,
25511,5187,0.00015432098765432098,0.044984473192077566,boat,0.8675687313079834,0.0,,0.04455015373797781,boat,0.8679793477058411,0.0,,0.045305295531137726,boat,0.9048979878425598,0.0,,0.04534647718220035,boat,0.8946408629417419,0.0,
25521,5188,0.00015914351851851853,0.045364831749575764,boat,0.8634548187255859,0.0,,0.04427369684909086,boat,0.8698098659515381,0.0,,0.4477664568479213,boat,0.0018005899619311094,0.0,,0.21485663438084762,boat,0.0025311787612736225,0.0,
25531,5189,0.00016312210648148148,0.047478467074220855,boat,0.8708562254905701,0.0,,0.04674130361252212,boat,0.8650760054588318,0.0,,0.048608525078253716,boat,0.8908171653747559,0.0,,0.046080125315986584,boat,0.9032509326934814,0.0,
25541,5190,0.00015914351851851853,0.045800903206097296,boat,0.8847063779830933,0.0,,0.04580706609758242,boat,0.8642785549163818,0.0,,0.047191838561249054,boat,0.8889243006706238,0.0,,0.045786154540094465,boat,0.8902170658111572,0.0,
25551,5191,0.00012936439043209876,0.03661678461531974,boat,0.8588160872459412,0.0,,0.03752827252398707,boat,0.871663510799408,0.0,,0.03872905301579164,boat,0.8962806463241577,0.0,,0.037008022704004315,boat,0.8805491924285889,0.0,
25561,5192,0.00012936439043209876,0.03739425730032348,boat,0.8611558079719543,0.0,,0.037114864687916235,boat,0.8744769096374512,0.0,,0.03850535216654079,boat,0.887158215045929,0.0,,0.03668656126777408,boat,0.8850715160369873,0.0,
25571,5193,0.00012936439043209876,0.036997989893902246,boat,0.8614405393600464,0.0,,0.03619329473693833,boat,0.8801224231719971,0.0,,0.037889082700697366,boat,0.8890219330787659,0.0,,0.03634287797960586,boat,0.8811250329017639,0.0,
25581,5194,0.00012936439043209876,0.03775099620334886,boat,0.863288402557373,0.0,,0.03691228211972985,boat,0.8891122937202454,0.0,,0.03839405516617198,boat,0.8979666829109192,0.0,,0.038032469529038895,boat,0.8724950551986694,0.0,
25591,5195,0.00012936439043209876,0.03920848016271107,boat,0.8623048067092896,0.0,,0.0386848057251924,boat,0.8779834508895874,0.0,,0.039120036570562434,boat,0.8968469500541687,0.0,,0.03795995300759769,boat,0.8708480000495911,0.0,
25601,5196,0.00012936439043209876,0.037943643046362045,boat,0.8668808937072754,0.0,,0.037095917237964945,boat,0.8968505263328552,0.0,,0.04047597778105662,boat,0.0014652300160378218,0.0,,0.036936140222256525,boat,0.8705661296844482,0.0,
25611,5197,0.00012936439043209876,0.0389251781505714,boat,0.8665584325790405,0.0,,0.036968584886559505,boat,0.8893065452575684,0.0,,0.0384565150280004,boat,0.8748751282691956,0.0,,0.153422390403889,boat,0.0011107842437922955,0.0,
25621,5198,0.00012936439043209876,0.03941075782363052,boat,0.8740261197090149,0.0,,0.037733395574327255,boat,0.8893728256225586,0.0,,0.03831284638045352,boat,0.8844504356384277,0.0,,0.16114656713779976,boat,0.002629350870847702,0.0,
25631,5199,0.00012936439043209876,0.037853150267793886,boat,0.8750559091567993,0.0,,0.03803873415403724,boat,0.8837463855743408,0.0,,0.0386499355748967,boat,0.8784440159797668,0.0,,0.03701985850982774,boat,0.8570464849472046,0.0,
25641,5200,0.00012936439043209876,0.038432408165959164,boat,0.8780115842819214,0.0,,0.03914026887323399,boat,0.8702977895736694,0.0,,0.3919647330839222,boat,0.004642385523766279,0.0,,0.10819868281945562,boat,0.0021297005005180836,0.0,
25651,5201,0.00012936439043209876,0.03751699360817361,boat,0.8623684644699097,0.0,,0.03727152798054069,boat,0.8708384037017822,0.0,,0.36709746030863366,boat,0.017131231725215912,0.0,,0.0540462402780221,boat,0.0057711172848939896,0.0,
25661,5202,0.00012936439043209876,0.037560441319832,boat,0.8705490231513977,0.0,,0.03673479172028319,boat,0.8672839403152466,0.0,,0.03770334323240024,boat,0.8924713730812073,0.0,,0.11913897124055083,boat,0.00913474801927805,0.0,
25671,5203,0.00012936439043209876,0.039161071411270724,boat,0.8792045712471008,0.0,,0.0377636655557653,boat,0.858115017414093,0.0,,0.03747700602083649,boat,0.8906326293945312,0.0,,0.03776424023010846,boat,0.8640565872192383,0.0,
25681,5204,0.00012936439043209876,0.03817798807596384,boat,0.8758102059364319,0.0,,0.036903875257737355,boat,0.8459745049476624,0.0,,0.03864021589435544,boat,0.8933247327804565,0.0,,0.038103536122919314,boat,0.8875320553779602,0.0,
25691,5205,0.00012936439043209876,0.03700584025606984,boat,0.8754898309707642,0.0,,0.03503984832313467,boat,0.8513868451118469,0.0,,0.0370800679482844,boat,0.8934420943260193,0.0,,0.1595292088305513,boat,0.00882834941148758,0.0,
25701,5206,0.00012936439043209876,0.03712058144954004,boat,0.8542879819869995,0.0,,0.03649712173964887,boat,0.8795708417892456,0.0,,0.038347840250764584,boat,0.8913174867630005,0.0,,0.07677374799847692,boat,0.003337592352181673,0.0,
25713,5207,0.0001181520061728395,0.03534762144950285,boat,0.8556526303291321,0.0,,0.033877513781924384,boat,0.8834983110427856,0.0,,0.036240195045185684,boat,0.8761414289474487,0.0,,0.03619766528004584,boat,0.8804187774658203,0.0,
25725,5208,0.00010657793209876543,0.031968651680220526,boat,0.8383991122245789,0.0,,0.031246648802597525,boat,0.8763501048088074,0.0,,0.033569330768026796,boat,0.887008011341095,0.0,,0.032324701009602934,boat,0.8677618503570557,0.0,
25737,5209,0.00010344328703703703,0.03141064908888462,boat,0.8435564637184143,0.0,,0.030972536689383136,boat,0.8802393674850464,0.0,,0.03305847361794793,boat,0.8892673254013062,0.0,,0.0319085173246275,boat,0.8640047907829285,0.0,
25749,5210,9.645061728395061e-05,0.029788035905001488,boat,0.8589202761650085,0.0,,0.02942436224444218,boat,0.8713928461074829,0.0,,0.030324298882415196,boat,0.8713416457176208,0.0,,0.029755695090606906,boat,0.868291974067688,0.0,
25761,5211,9.645061728395061e-05,0.02856483740366819,boat,0.8888117671012878,0.0,,0.02913485887260591,boat,0.8670951724052429,0.0,,0.02907130269200604,boat,0.8943912386894226,0.0,,0.10842662198481055,boat,0.004628417547792196,0.0,
25773,5212,9.645061728395061e-05,0.028982239237651454,boat,0.881483256816864,0.0,,0.02970749352754891,boat,0.8659133911132812,0.0,,0.029750792907148632,boat,0.8821778297424316,0.0,,0.10345430978616255,boat,0.003765100846067071,0.0,
25785,5213,9.645061728395061e-05,0.028686403479966694,boat,0.8803730010986328,0.0,,0.02907194349328228,boat,0.8834471106529236,0.0,,0.030353255353862456,boat,0.8651811480522156,0.0,,0.07536156688962367,boat,0.01355744805186987,0.0,
25797,5214,8.969907407407407e-05,0.027795274128531295,boat,0.8700345754623413,0.0,,0.027081847012167218,boat,0.861542284488678,0.0,,0.028552916491029305,boat,0.8822017908096313,0.0,,0.09266909639342796,boat,0.0016816755523905158,0.0,
25809,5215,8.680555555555556e-05,0.02555983720599749,boat,0.8785067796707153,0.0,,0.0262077968268354,boat,0.8703880906105042,0.0,,0.025185341274757255,boat,0.8714929819107056,0.0,,0.025419520488429097,boat,0.8884479999542236,0.0,
25821,5216,9.343653549382716e-05,0.027627518906090057,boat,0.8847713470458984,0.0,,0.027654502773746894,boat,0.885242760181427,0.0,,0.0262294610721344,boat,0.8985410928726196,0.0,,0.025111667157745432,boat,0.877092719078064,0.0,
25833,5217,9.343653549382716e-05,0.02699829833252089,boat,0.8591918349266052,0.0,,0.026629287773642412,boat,0.8922754526138306,0.0,,0.025649199844691346,boat,0.8965080380439758,0.0,,0.027283407030239775,boat,0.006353610660880804,0.0,
25845,5218,9.343653549382716e-05,0.02542053239327576,boat,0.8623971939086914,0.0,,0.025060367179529672,boat,0.8981340527534485,0.0,,0.025208986891858718,boat,0.9004248380661011,0.0,,0.024819741318976248,boat,0.8713116645812988,0.0,
25857,5219,9.343653549382716e-05,0.06288400740249514,swimmer,0.12030088901519775,0.0,,0.03635463693773646,swimmer,0.0011397228809073567,0.0,,0.024413403399832393,boat,0.8797316551208496,0.0,,0.02448203215562111,boat,0.8811355829238892,0.0,
25869,5220,9.343653549382716e-05,0.02577930535480243,boat,0.8630393743515015,0.0,,0.026314382236567006,boat,0.8985722064971924,0.0,,0.024459743503771406,boat,0.893090009689331,0.0,,0.034189944875418606,boat,0.0069428421556949615,0.0,
25881,5221,9.343653549382716e-05,0.07947287600463637,swimmer,0.10000140964984894,0.0,,0.02889057269867436,swimmer,0.0012923029717057943,0.0,,0.02538484229176515,boat,0.8813658356666565,0.0,,0.0638973814549289,swimmer,0.012116659432649612,0.0,
25893,5222,9.645061728395061e-05,0.023116231406882834,boat,0.8780416250228882,0.0,,0.0228496419177681,boat,0.8788524270057678,0.0,,0.03379693770089611,swimmer,0.003895306959748268,0.0,,0.0916227343100386,swimmer,0.001085291733033955,0.0,
25905,5223,9.645061728395061e-05,0.018238428297131994,boat,0.8679237365722656,0.0,,0.03065625388682097,swimmer,0.016348568722605705,0.0,,0.11488677844059542,swimmer,0.043477803468704224,0.0,,0.09736893620273203,swimmer,0.0011067668674513698,0.0,
25917,5224,8.969907407407407e-05,0.01544627959952681,boat,0.8561396598815918,0.0,,0.06174436178442088,swimmer,0.008399197831749916,0.0,,0.07994752426375533,swimmer,0.002656033728271723,0.0,,0.1127841553623811,swimmer,0.001964365132153034,0.0,
25929,5225,9.645061728395061e-05,0.020793925569738546,swimmer,0.007313366513699293,0.0,,0.017942969989092183,boat,0.8758335709571838,0.0,,0.019402052889307582,boat,0.8681880831718445,0.0,,0.01882833858002356,boat,0.8933563232421875,0.0,
25941,5226,9.645061728395061e-05,0.016705501780833226,boat,0.879851222038269,0.0,,0.01724778131565998,boat,0.8713446259498596,0.0,,0.019039346726171455,boat,0.8562230467796326,0.0,,0.03254912717845735,swimmer,0.0011076987721025944,0.0,
25955,5227,8.969907407407407e-05,0.01650295935459858,boat,0.8655253648757935,0.0,,0.017158007860962207,boat,0.8741669058799744,0.0,,0.018709408545957724,boat,0.858817994594574,0.0,,0.018374837734894622,boat,0.9065876007080078,0.0,
25969,5228,8.041570216049383e-05,0.014978028465557102,boat,0.8590714931488037,0.0,,0.016649723434092687,boat,0.8798890709877014,0.0,,0.01683445026428446,boat,0.8610456585884094,0.0,,0.08241255880210362,swimmer,0.0010261450661346316,0.0,
25983,5229,7.426697530864198e-05,0.015415752227078769,boat,0.8843799233436584,0.0,,0.01724504468066152,boat,0.8947346806526184,0.0,,0.01834157321384114,boat,0.8851918578147888,0.0,,0.01773222742036634,boat,0.9087818264961243,0.0,
25997,5230,7.161458333333333e-05,0.017204018136861034,boat,0.8808721303939819,0.0,,0.018047664819449392,boat,0.8902448415756226,0.0,,0.021966903918185638,boat,0.0015777421649545431,0.0,,0.018405819911809534,boat,0.9016314148902893,0.0,
26011,5231,6.582754629629629e-05,0.014638542981556545,boat,0.8804897665977478,0.0,,0.016454157564937826,boat,0.8847507238388062,0.0,,0.02369763006027028,swimmer,0.0014832864981144667,0.0,,0.017995407644409933,boat,0.8974222540855408,0.0,
26023,5232,6.028163580246913e-05,0.01826797020392757,boat,0.9048625826835632,0.0,,0.018876220818637886,swimmer,0.0012518120929598808,0.0,,0.01885470014441852,boat,0.87660813331604,0.0,,0.059091131612931364,swimmer,0.0012929454678669572,0.0,
26035,5233,6.630979938271605e-05,0.02238162410775747,boat,0.9015560150146484,0.0,,0.021968811114305712,boat,0.8613484501838684,0.0,,0.02540154064453231,boat,0.8838186860084534,0.0,,0.03072150014736664,boat,0.002707352861762047,0.0,
26045,5234,5.5459104938271606e-05,0.020932603209189965,boat,0.8557319045066833,0.0,,0.025924104950764488,swimmer,0.0034203301183879375,0.0,,0.024068690579480495,boat,0.8851138353347778,0.0,,0.022832375141663717,boat,0.8550705313682556,0.0,
26055,5235,4.774305555555556e-05,0.02628095158792132,swimmer,0.005104513838887215,0.0,,0.04099902148592518,swimmer,0.005744374357163906,0.0,,0.02504205198027003,boat,0.8568584322929382,0.0,,0.02272607746004252,swimmer,0.0023934587370604277,0.0,
26064,5236,4.557291666666667e-05,0.03266617303389295,boat,0.8529208302497864,0.0,,0.030452703409674146,boat,0.7889546751976013,0.0,,0.10034162137140785,swimmer,0.0010162857361137867,0.0,,0.08160215716410524,swimmer,0.002223018789663911,0.0,
