model,context_factor,image_id,annotation_id,crop_left,crop_top,crop_right,crop_bottom,crop_width,crop_height,target_width_at_1280,target_height_at_1280,target_predictions_in_crop,target_prediction_max_score,same_class_matched_iou_0_50,best_same_iou,best_same_score,best_any_iou,best_any_score,best_any_category
repeat4_1280,8.0,5220,25869,1574,1219,1959,1604,385,385,83.11688311688312,103.06493506493507,0,,False,0.0,,0.0325130207422683,0.0023161747958511114,swimmer
repeat4_1280,8.0,5221,25881,1692,1218,2077,1603,385,385,83.11688311688312,103.06493506493507,0,,False,0.0,,0.04338120045343214,0.004450899548828602,swimmer
repeat4_1280,8.0,5222,25893,1781,1214,2166,1598,385,384,83.11688311688312,106.3896103896104,0,,False,0.0,,0.023535799342678444,0.05461036413908005,swimmer
repeat4_1280,8.0,5223,25905,1922,1202,2307,1586,385,384,83.11688311688312,106.3896103896104,0,,False,0.0,,0.358853688758208,0.001396621111780405,swimmer
repeat4_1280,8.0,5224,25917,2094,1180,2478,1565,384,385,79.79220779220779,103.06493506493507,0,,False,0.0,,0.24072495733858465,0.0020277085714042187,swimmer
repeat4_1280,8.0,5225,25929,2244,1139,2629,1523,385,384,83.11688311688312,106.3896103896104,0,,False,0.0,,0.2920551521230957,0.001688541378825903,swimmer
repeat4_1280,8.0,5226,25941,2258,1053,2643,1437,385,384,83.11688311688312,106.3896103896104,0,,False,0.0,,0.3422713620919967,0.006136410403996706,swimmer
repeat4_1280,8.0,5227,25955,2317,960,2701,1345,384,385,79.79220779220779,103.06493506493507,0,,False,0.0,,0.36685805546933825,0.0018914666725322604,swimmer
repeat4_1280,8.0,5228,25969,2392,858,2777,1243,385,385,76.46753246753248,96.41558441558442,0,,False,0.0,,0.3593910228222179,0.0020661847665905952,swimmer
repeat4_1280,8.0,5229,25983,2485,752,2869,1136,384,384,73.33333333333334,93.33333333333334,0,,False,0.0,,0.3588791029327902,0.01299671083688736,swimmer
repeat4_1280,8.0,5230,25997,2585,591,2981,1030,396,439,64.14578587699317,78.7243735763098,0,,False,0.0,,0.3638540929030725,0.004029311705380678,swimmer
repeat4_1280,8.0,5231,26011,2690,516,3275,1030,585,514,45.948717948717956,56.88888888888889,0,,False,0.0,,0.3473483012103524,0.004854467697441578,swimmer
repeat4_1280,8.0,5232,26023,2792,440,3383,914,591,474,43.31641285956007,54.145516074450086,0,,False,0.0,,0.2904258893862424,0.005238652694970369,swimmer
repeat4_1280,8.0,5233,26035,2824,345,3418,786,594,441,53.87205387205387,47.407407407407405,0,,False,0.0,,0.3218597984435933,0.0020965083967894316,swimmer
repeat4_1280,8.0,5234,26045,2726,221,3313,620,587,399,50.15332197614991,43.61158432708688,0,,False,0.0,,0.29242736408802733,0.0027137307915836573,swimmer
repeat4_1280,8.0,5235,26055,2583,105,2969,489,386,384,72.95336787564766,59.689119170984455,0,,False,0.0,,0.2318110910423757,0.0015290318988263607,swimmer
repeat4_1280,8.0,5236,26064,2400,52,2785,436,385,384,69.81818181818183,59.84415584415585,0,,False,0.0,,0.1928897136623319,0.010074567049741745,swimmer
repeat4_1280,12.0,5173,25352,1724,795,2109,1180,385,385,83.11688311688312,103.06493506493507,0,,False,0.0,,0.01730151316046208,0.11456359922885895,swimmer
repeat4_1280,12.0,5174,25363,1728,1030,2112,1414,384,384,86.66666666666667,106.66666666666667,0,,False,0.0,,0.030446560586940973,0.00142438686452806,swimmer
repeat4_1280,12.0,5175,25374,1718,1067,2127,1475,409,408,84.49877750611248,106.40586797066015,0,,False,0.0,,0.02287921034950902,0.0010228489991277456,swimmer
repeat4_1280,12.0,5176,25385,1717,1060,2137,1481,420,421,85.13064133016627,106.41330166270784,0,,False,0.0,,0.017636637116988152,0.005374672822654247,swimmer
repeat4_1280,12.0,5177,25396,1720,1060,2140,1481,420,421,85.13064133016627,106.41330166270784,0,,False,0.0,,0.022829164434198416,0.27547335624694824,boat
repeat4_1280,12.0,5178,25408,1724,1060,2144,1481,420,421,85.13064133016627,106.41330166270784,0,,False,0.0,,0.02339628746223754,0.0011802060762420297,swimmer
repeat4_1280,12.0,5179,25420,1729,1058,2149,1479,420,421,85.13064133016627,106.41330166270784,0,,False,0.0,,0.5027120711533732,0.0013465604279190302,swimmer
repeat4_1280,12.0,5180,25432,1733,1058,2153,1479,420,421,85.13064133016627,106.41330166270784,0,,False,0.0,,0.5502274516351119,0.001151818549260497,swimmer
repeat4_1280,12.0,5181,25444,1737,1128,2157,1549,420,421,85.13064133016627,106.41330166270784,0,,False,0.0,,0.031759510765697614,0.0038082855753600597,swimmer
repeat4_1280,12.0,5182,25456,1739,1241,2160,1662,421,421,88.1710213776722,106.41330166270784,0,,False,0.0,,0.025215720092646547,0.003985140006989241,boat
repeat4_1280,12.0,5183,25468,1729,1340,2173,1785,444,445,86.29213483146067,106.42696629213484,0,,False,0.0,,0.39838104289096105,0.0015830931952223182,swimmer
repeat4_1280,12.0,5184,25480,1732,1454,2176,1899,444,445,86.29213483146067,106.42696629213484,0,,False,0.0,,0.04259836989532163,0.0012372201308608055,boat
repeat4_1280,12.0,5185,25491,1722,1537,2191,2006,469,469,84.60554371002132,106.43923240938166,0,,False,0.0,,0.040024732229316476,0.004948514048010111,swimmer
repeat4_1280,12.0,5186,25501,1724,1628,2192,2097,468,469,87.33475479744136,106.43923240938166,0,,False,0.0,,0.29433196061805067,0.0018126829527318478,boat
repeat4_1280,12.0,5187,25511,1722,1680,2202,2160,480,480,85.33333333333333,106.66666666666666,0,,False,0.0,,0.035479167059479136,0.002496718429028988,boat
repeat4_1280,12.0,5188,25521,1725,1680,2206,2160,481,480,87.81704781704782,106.44490644490645,0,,False,0.0,,0.5330833001864834,0.0012005851604044437,swimmer
repeat4_1280,12.0,5189,25531,1723,1668,2216,2160,493,492,85.67951318458418,106.45030425963489,0,,False,0.0,,0.03662145778135864,0.008278136141598225,swimmer
repeat4_1280,12.0,5190,25541,1732,1680,2213,2160,481,480,87.81704781704782,106.44490644490645,0,,False,0.0,,0.04140856146684807,0.0016738725826144218,swimmer
repeat4_1280,12.0,5191,25551,1754,1707,2199,2152,445,445,83.41573033707866,106.42696629213484,0,,False,0.0,,0.05167139528888063,0.0011812638258561492,swimmer
repeat4_1280,12.0,5192,25561,1756,1707,2201,2152,445,445,83.41573033707866,106.42696629213484,0,,False,0.0,,0.04301018813718109,0.00140744773671031,boat
repeat4_1280,12.0,5193,25571,1759,1706,2204,2151,445,445,83.41573033707866,106.42696629213484,0,,False,0.0,,0.040665595407029756,0.006172709167003632,boat
repeat4_1280,12.0,5194,25581,1761,1705,2206,2150,445,445,83.41573033707866,106.42696629213484,0,,False,0.0,,0.53528591792337,0.0010331504745408893,swimmer
repeat4_1280,12.0,5195,25591,1764,1703,2209,2148,445,445,83.41573033707866,106.42696629213484,0,,False,0.0,,0.5099511587465891,0.0020018580835312605,swimmer
repeat4_1280,12.0,5196,25601,1767,1700,2212,2145,445,445,83.41573033707866,106.42696629213484,0,,False,0.0,,0.030572147188095637,0.0011346234241500497,swimmer
repeat4_1280,12.0,5197,25611,1770,1697,2215,2142,445,445,83.41573033707866,106.42696629213484,0,,False,0.0,,0.22574650321275572,0.0052811335772275925,boat
repeat4_1280,12.0,5198,25621,1775,1695,2220,2140,445,445,83.41573033707866,106.42696629213484,0,,False,0.0,,0.5082050331446794,0.0011461355024948716,swimmer
repeat4_1280,12.0,5199,25631,1779,1694,2224,2139,445,445,83.41573033707866,106.42696629213484,0,,False,0.0,,0.03554640353391564,0.0023181491997092962,boat
repeat4_1280,12.0,5200,25641,1782,1692,2227,2137,445,445,83.41573033707866,106.42696629213484,0,,False,0.0,,0.5580628461864988,0.0013763647293671966,swimmer
repeat4_1280,12.0,5201,25651,1784,1691,2229,2136,445,445,83.41573033707866,106.42696629213484,0,,False,0.0,,0.05366925522387605,0.0037466823123395443,swimmer
repeat4_1280,12.0,5202,25661,1786,1688,2231,2133,445,445,83.41573033707866,106.42696629213484,0,,False,0.0,,0.03190477518819187,0.001422324450686574,boat
repeat4_1280,12.0,5203,25671,1788,1684,2233,2129,445,445,83.41573033707866,106.42696629213484,0,,False,0.0,,0.5722081391800469,0.0014880422968417406,swimmer
repeat4_1280,12.0,5204,25681,1792,1680,2237,2125,445,445,83.41573033707866,106.42696629213484,0,,False,0.0,,0.02869690881758555,0.0018187352688983083,swimmer
repeat4_1280,12.0,5205,25691,1797,1653,2309,2123,512,470,72.5,92.5,0,,False,0.0,,0.7016355139913434,0.002849867334589362,swimmer
repeat4_1280,12.0,5206,25701,1803,1639,2298,2101,495,462,74.98989898989899,95.67676767676768,0,,False,0.0,,0.4087404075376491,0.0021711138542741537,swimmer
repeat4_1280,12.0,5207,25713,1818,1472,2291,1902,473,430,75.77167019027485,94.71458773784356,0,,False,0.0,,0.022047697806648184,0.007590827997773886,swimmer
repeat4_1280,12.0,5208,25725,1824,1300,2268,1708,444,408,74.95495495495496,98.01801801801801,0,,False,0.0,,0.35182162819546847,0.003339651506394148,swimmer
repeat4_1280,12.0,5209,25737,1831,1222,2257,1619,426,397,78.12206572769952,99.15492957746478,0,,False,0.0,,0.6162465662919331,0.0016733951633796096,swimmer
repeat4_1280,12.0,5210,25749,1838,1222,2241,1606,403,384,79.4044665012407,101.6377171215881,0,,False,0.0,,0.016021743736737263,0.013637489639222622,boat
repeat4_1280,12.0,5211,25761,1827,1220,2213,1604,386,384,82.90155440414507,106.11398963730569,0,,False,0.0,,0.03705898484647297,0.0019520694622769952,swimmer
repeat4_1280,12.0,5212,25773,1830,1219,2215,1603,385,384,83.11688311688312,106.3896103896104,0,,False,0.0,,0.5426089683893952,0.0012357113882899284,swimmer
repeat4_1280,12.0,5213,25785,1834,1217,2219,1601,385,384,83.11688311688312,106.3896103896104,0,,False,0.0,,0.02108445981831088,0.0021530413068830967,boat
repeat4_1280,12.0,5214,25797,1812,1217,2196,1602,384,385,79.79220779220779,103.06493506493507,0,,False,0.0,,0.031363269365699005,0.0019138621864840388,swimmer
repeat4_1280,12.0,5215,25809,1620,1223,2004,1607,384,384,80.0,100.0,0,,False,0.0,,0.016256479308691354,0.008053697645664215,swimmer
repeat4_1280,12.0,5216,25821,1465,1234,1850,1619,385,385,83.11688311688312,103.06493506493507,0,,False,0.0,,0.0232875192294732,0.0014745297376066446,boat
repeat4_1280,12.0,5217,25833,1469,1228,1854,1613,385,385,83.11688311688312,103.06493506493507,0,,False,0.0,,0.023398094255961926,0.004824004136025906,swimmer
repeat4_1280,12.0,5218,25845,1474,1222,1859,1607,385,385,83.11688311688312,103.06493506493507,0,,False,0.0,,0.0292900190237765,0.0029180452693253756,swimmer
repeat4_1280,12.0,5219,25857,1499,1218,1884,1603,385,385,83.11688311688312,103.06493506493507,0,,False,0.0,,0.026417243445320773,0.02650366723537445,swimmer
repeat4_1280,12.0,5220,25869,1574,1219,1959,1604,385,385,83.11688311688312,103.06493506493507,0,,False,0.0,,0.0325130207422683,0.0023161747958511114,swimmer
repeat4_1280,12.0,5221,25881,1692,1218,2077,1603,385,385,83.11688311688312,103.06493506493507,0,,False,0.0,,0.04338120045343214,0.004450899548828602,swimmer
repeat4_1280,12.0,5222,25893,1781,1214,2166,1598,385,384,83.11688311688312,106.3896103896104,0,,False,0.0,,0.023535799342678444,0.05461036413908005,swimmer
repeat4_1280,12.0,5223,25905,1922,1202,2307,1586,385,384,83.11688311688312,106.3896103896104,0,,False,0.0,,0.358853688758208,0.001396621111780405,swimmer
repeat4_1280,12.0,5224,25917,2094,1180,2478,1565,384,385,79.79220779220779,103.06493506493507,0,,False,0.0,,0.24072495733858465,0.0020277085714042187,swimmer
repeat4_1280,12.0,5225,25929,2244,1139,2629,1523,385,384,83.11688311688312,106.3896103896104,0,,False,0.0,,0.2920551521230957,0.001688541378825903,swimmer
repeat4_1280,12.0,5226,25941,2258,1053,2643,1437,385,384,83.11688311688312,106.3896103896104,0,,False,0.0,,0.3422713620919967,0.006136410403996706,swimmer
repeat4_1280,12.0,5227,25955,2317,960,2701,1345,384,385,79.79220779220779,103.06493506493507,0,,False,0.0,,0.36685805546933825,0.0018914666725322604,swimmer
repeat4_1280,12.0,5228,25969,2392,858,2777,1243,385,385,76.46753246753248,96.41558441558442,0,,False,0.0,,0.3593910228222179,0.0020661847665905952,swimmer
repeat4_1280,12.0,5229,25983,2485,752,2869,1136,384,384,73.33333333333334,93.33333333333334,0,,False,0.0,,0.3588791029327902,0.01299671083688736,swimmer
repeat4_1280,12.0,5230,25997,2585,591,2981,1030,396,439,64.14578587699317,78.7243735763098,0,,False,0.0,,0.3638540929030725,0.004029311705380678,swimmer
repeat4_1280,12.0,5231,26011,2690,516,3275,1030,585,514,45.948717948717956,56.88888888888889,0,,False,0.0,,0.3473483012103524,0.004854467697441578,swimmer
repeat4_1280,12.0,5232,26023,2792,440,3383,914,591,474,43.31641285956007,54.145516074450086,0,,False,0.0,,0.2904258893862424,0.005238652694970369,swimmer
repeat4_1280,12.0,5233,26035,2824,345,3418,786,594,441,53.87205387205387,47.407407407407405,0,,False,0.0,,0.3218597984435933,0.0020965083967894316,swimmer
repeat4_1280,12.0,5234,26045,2726,221,3313,620,587,399,50.15332197614991,43.61158432708688,0,,False,0.0,,0.29242736408802733,0.0027137307915836573,swimmer
repeat4_1280,12.0,5235,26055,2583,105,2969,489,386,384,72.95336787564766,59.689119170984455,0,,False,0.0,,0.2318110910423757,0.0015290318988263607,swimmer
repeat4_1280,12.0,5236,26064,2400,52,2785,436,385,384,69.81818181818183,59.84415584415585,0,,False,0.0,,0.1928897136623319,0.010074567049741745,swimmer
repeat4_1280,16.0,5173,25352,1668,739,2165,1236,497,497,64.38631790744466,79.83903420523139,0,,False,0.0,,0.021980770040704523,0.0019328143680468202,swimmer
repeat4_1280,16.0,5174,25363,1664,966,2176,1478,512,512,65.0,80.0,0,,False,0.0,,0.01694956925003946,0.019138546660542488,boat
repeat4_1280,16.0,5175,25374,1560,999,2195,1757,635,758,45.593667546174146,57.41424802110818,0,,False,0.0,,0.09348969071242497,0.0012757277581840754,swimmer
repeat4_1280,16.0,5176,25385,1566,990,2207,1755,641,765,46.84967320261438,58.56209150326798,0,,False,0.0,,0.07527344384876655,0.0020316587761044502,boat
repeat4_1280,16.0,5177,25396,1570,990,2210,1755,640,765,46.84967320261438,58.56209150326798,0,,False,0.0,,0.041113803089495915,0.007986657321453094,boat
repeat4_1280,16.0,5178,25408,1576,990,2214,1754,638,764,46.910994764397905,58.638743455497384,0,,False,0.0,,0.06731821810504096,0.02678133361041546,boat
repeat4_1280,16.0,5179,25420,1581,988,2219,1755,638,767,46.72750977835724,58.40938722294655,0,,False,0.0,,0.07895663159196434,0.003163214074447751,boat
repeat4_1280,16.0,5180,25432,1586,988,2223,1756,637,768,46.66666666666667,58.333333333333336,0,,False,0.0,,0.07575535057408501,0.0037807903718203306,boat
repeat4_1280,16.0,5181,25444,1588,1058,2227,1826,639,768,46.66666666666667,58.333333333333336,0,,False,0.0,,0.05789281197287018,0.05115847289562225,boat
repeat4_1280,16.0,5182,25456,1588,1171,2230,1946,642,775,47.89677419354839,57.806451612903224,0,,False,0.0,,0.07271469869995552,0.022699756547808647,boat
repeat4_1280,16.0,5183,25468,1582,1266,2247,2068,665,802,47.880299251870326,59.052369077306736,0,,False,0.0,,0.08137461400994109,0.004882351495325565,boat
repeat4_1280,16.0,5184,25480,1584,1380,2250,2160,666,780,49.230769230769226,60.717948717948715,0,,False,0.0,,0.08662950308853344,0.0020895882043987513,boat
repeat4_1280,16.0,5185,25491,1583,1459,2269,2160,686,701,56.60485021398003,71.21255349500713,0,,False,0.0,,0.04257518753738451,0.7918450236320496,boat
repeat4_1280,16.0,5186,25501,1646,1536,2270,2160,624,624,65.64102564102564,80.0,0,,False,0.0,,0.0515177456141175,0.047696493566036224,boat
repeat4_1280,16.0,5187,25511,1642,1520,2282,2160,640,640,64.0,80.0,0,,False,0.0,,0.04487975090248619,0.6735601425170898,boat
repeat4_1280,16.0,5188,25521,1645,1520,2286,2160,641,640,65.89703588143526,79.87519500780031,0,,False,0.0,,0.07402132057081212,0.029345795512199402,boat
repeat4_1280,16.0,5189,25531,1641,1504,2298,2160,657,656,64.29223744292237,79.87823439878234,0,,False,0.0,,0.04508788613590795,0.7528397440910339,boat
repeat4_1280,16.0,5190,25541,1652,1520,2293,2160,641,640,65.89703588143526,79.87519500780031,0,,False,0.0,,0.054063771098900114,0.006029460113495588,boat
repeat4_1280,16.0,5191,25551,1680,1568,2273,2160,593,592,62.59696458684654,79.86509274873524,0,,False,0.0,,0.03982450067174059,0.0014426680281758308,boat
repeat4_1280,16.0,5192,25561,1682,1568,2275,2160,593,592,62.59696458684654,79.86509274873524,0,,False,0.0,,0.02769083506542801,0.0017890435410663486,boat
repeat4_1280,16.0,5193,25571,1685,1568,2278,2160,593,592,62.59696458684654,79.86509274873524,0,,False,0.0,,0.027853403781617426,0.024972835555672646,boat
repeat4_1280,16.0,5194,25581,1687,1568,2280,2160,593,592,62.59696458684654,79.86509274873524,0,,False,0.0,,0.02380542718814426,0.023859355598688126,boat
repeat4_1280,16.0,5195,25591,1690,1568,2283,2160,593,592,62.59696458684654,79.86509274873524,0,,False,0.0,,0.030752774362012274,0.0014778698096051812,boat
repeat4_1280,16.0,5196,25601,1693,1568,2286,2160,593,592,62.59696458684654,79.86509274873524,0,,False,0.0,,0.022946073022775314,0.0914217010140419,boat
repeat4_1280,16.0,5197,25611,1696,1568,2289,2160,593,592,62.59696458684654,79.86509274873524,0,,False,0.0,,0.03849159192943602,0.044734325259923935,boat
repeat4_1280,16.0,5198,25621,1701,1568,2294,2160,593,592,62.59696458684654,79.86509274873524,0,,False,0.0,,0.02891821295110801,0.045673076063394547,boat
repeat4_1280,16.0,5199,25631,1705,1568,2298,2160,593,592,62.59696458684654,79.86509274873524,0,,False,0.0,,0.808881545446868,0.0011185707990080118,swimmer
repeat4_1280,16.0,5200,25641,1708,1568,2369,2160,661,592,56.15733736762481,71.64901664145235,0,,False,0.0,,0.04935520784773033,0.002452187007293105,boat
repeat4_1280,16.0,5201,25651,1710,1568,2356,2160,646,592,57.461300309597526,73.312693498452,0,,False,0.0,,0.03578754908880602,0.0039113909006118774,boat
repeat4_1280,16.0,5202,25661,1712,1568,2354,2160,642,592,57.81931464174455,73.76947040498442,0,,False,0.0,,0.029077692884727356,0.0031230428721755743,boat
repeat4_1280,16.0,5203,25671,1714,1568,2339,2160,625,592,59.392,75.776,0,,False,0.0,,0.03582958906858906,0.25397953391075134,boat
repeat4_1280,16.0,5204,25681,1718,1568,2328,2160,610,592,60.852459016393446,77.63934426229508,0,,False,0.0,,0.029934475147876324,0.011380791664123535,boat
repeat4_1280,16.0,5205,25691,1723,1568,2316,2160,593,592,62.59696458684654,79.86509274873524,0,,False,0.0,,0.02819041757056427,0.07139299064874649,boat
repeat4_1280,16.0,5206,25701,1729,1568,2322,2160,593,592,62.59696458684654,79.86509274873524,0,,False,0.0,,0.036035336538358796,0.05786316469311714,boat
repeat4_1280,16.0,5207,25713,1680,1411,2308,2160,628,749,47.85046728971963,59.81308411214953,0,,False,0.0,,0.0343297481944117,0.7997689247131348,boat
repeat4_1280,16.0,5208,25725,1687,1232,2300,1990,613,758,43.90501319261214,57.41424802110818,0,,False,0.0,,0.07137541751789288,0.0061269234865903854,boat
repeat4_1280,16.0,5209,25737,1694,1156,2293,1905,599,749,44.43257676902537,56.395193591455275,0,,False,0.0,,0.07275630913891155,0.001172940363176167,boat
repeat4_1280,16.0,5210,25749,1774,1158,2287,1670,513,512,62.37816764132553,79.84405458089668,0,,False,0.0,,0.7819649248414452,0.0011643337784335017,swimmer
repeat4_1280,16.0,5211,25761,1763,1156,2276,1668,513,512,62.37816764132553,79.84405458089668,0,,False,0.0,,0.6175089902266806,0.0021195311564952135,swimmer
